,InChIKey,CanonicalSMILES,Status,Confidence Score
0,ANYDIFAASZFQNB-UHFFFAOYSA-N,C1=CC(=CC(=C1)Cl)NC2=NC=CC(=N2)C3=CC(=NC=C3)NCCN=C(N)N,-1,0.5681818181818182
1,IOMMMLWIABWRKL-PPXNXDGCSA-N,CC1=NC=CC(=C1)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=CCN(C)C)C(=CC=C3)Cl,-1,0.5681818181818182
2,HEROWVQMOQJATR-BJKOFHAPSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC=C3)C)C4CCCCN(C4)C(=O)C=C)CN5CCC(C5)F,-1,0.5681818181818182
3,YWUWVJIKGDPRGG-HXUWFJFHSA-N,CCOCC1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC(=CC=C3)C(F)(F)F)C4CCCN(C4)C(=O)C=C,-1,0.5681818181818182
4,TUOYPHBELCPBEP-MHWRWJLKSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC=CC=C4,-1,0.5681818181818182
5,IHOMWAXTZMKLAT-YRNVUSSQSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=C(C=CC(=C4)F)F,-1,0.5681818181818182
6,QMOMMXJIWOGYPC-NBILRRPASA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=NC(=C4)C)Cl,-1,0.5681818181818182
7,ZLUYWPBOVFZNTG-JOCHJYFZSA-N,C=CC(=O)N1CCCC(C1)N2C3=C(C=C(C=C3)CN4CCCC4)N=C2NC(=O)C5=CC(=CC=C5)C(F)(F)F,-1,0.5681818181818182
8,YXQYYLNZEWUXMD-YRNVUSSQSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CN=C(C=C4)C(F)(F)F,-1,0.5681818181818182
9,UKXVGRNSIJPYFK-LEBWJFOGSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=NC(=C4)C)C,-1,0.5681818181818182
10,LLHVBBNWHPGSMK-OAQYLSRUSA-N,CN(C)CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=C)NC(=O)C4=CC=CC=C4,-1,0.5681818181818182
11,CUUIZWDRZDSZDF-XYOKQWHBSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CN=C(C=C4)C,-1,0.5681818181818182
12,IMFKETJITRYFOH-HSZRJFAPSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC=C3)C)C4CCCCN(C4)C(=O)C=C)CN5CCC(C5)(F)F,-1,0.5681818181818182
13,WHRFEMBJCGIWOS-YRNVUSSQSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=C(C(=C4)F)F)F,-1,0.5681818181818182
14,CVQCRGYFEVUAFL-NBILRRPASA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CN=NC(=C4)C,-1,0.5681818181818182
15,XGUZPQIZIJVNGA-RUZDIDTESA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC(=C3)C)C)C4CCCCN(C4)C(=O)C=C)CN5CCCC5,-1,0.5681818181818182
16,JCZBWKAZYQYRIU-WUTDNEBXSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=NC=C4)OC(F)F,-1,0.5681818181818182
17,AWBUREOGISEZHO-GOSISDBHSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCN(C3)C(=O)C=C)NC(=O)C4=CC(=NC=C4)C,-1,0.5681818181818182
18,FYAQLKIYMBLKPU-RIYZIHGNSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=C(C(=CC=C4)F)F,-1,0.5681818181818182
19,ZTBKGGLGDMLJCS-WUTDNEBXSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CN=C(C=C4)Cl,-1,0.5681818181818182
20,KIEXMVITNVJBEJ-NBILRRPASA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=CN=C4)OC,-1,0.5681818181818182
21,HOGMYEVJFOYANZ-MRXNPFEDSA-N,COC1=CC=CC2=C1N(C(=N2)NC(=O)C3=CN=NC=C3)C4CCCCN(C4)C(=O)C=C,-1,0.5681818181818182
22,MWUUNVOAGXGSPR-OAQYLSRUSA-N,CC(=O)N(C)CC1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC(=CC=C3)C(F)(F)F)C4CCCN(C4)C(=O)C=C,-1,0.5681818181818182
23,WCIYIWDPEBHZME-HSZRJFAPSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC=C3)C)C4CCCCN(C4)C(=O)C=C)CN5CC(C5)F,-1,0.5681818181818182
24,ADZYAMHZRTVCHD-ZAOIQFLMSA-N,CC1=NC=CC(=C1)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=CCNC)C(=CC=C3)Cl,-1,0.5681818181818182
25,IACXGBQFWATELN-SGHRQYOTSA-N,CC=CC(=O)N1CCCCC(C1)N2C3=C(C=C(C=C3)CN4CCC(C4)OC)N=C2NC(=O)C5=CC(=NC(=C5)C)C,-1,0.5681818181818182
26,USDBLRVAOQKJGH-WTQRLHSKSA-N,C=CC(=O)N1CCCCC(C1)N2C3=C(C=CC=C3N=C2NC(=O)C4=CC=CC=C4)CN5CCC(C5)O,-1,0.5681818181818182
27,KNUNIZRVOHRYRL-RPBOFIJWSA-N,CC1=CC(=CC(=N1)C)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=C)C=CC(=C3)CN5CCC(C5)OC,-1,0.5681818181818182
28,DJPOWQSJECOBBO-JOCHJYFZSA-N,C=CC(=O)N1CCCC(C1)N2C3=C(C=C(C=C3)CN4CCOCC4)N=C2NC(=O)C5=CC(=CC=C5)C(F)(F)F,-1,0.5681818181818182
29,QIBVMINKMHMDAD-GOSISDBHSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCN(C3)C(=O)C=C)NC(=O)C4=CC(=CC=C4)C(F)(F)F,-1,0.5681818181818182
30,GKZIUACFJYRISP-YRNVUSSQSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=NC=C4)F,-1,0.5681818181818182
31,OFLKSFJTTRHGBF-NBILRRPASA-N,CC1=CC(=CC(=N1)C)C(=O)NC2=NC3=CC=CC(=C3N2C4CCCCN(C4)C(=O)C=CCN(C)C)C(F)(F)F,-1,0.5681818181818182
32,MTUFXPOTXOPSHV-HHHXNRCGSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC(=C3)C)C)C4CCCCN(C4)C(=O)C=C)CN5CCN(CC5)C(=O)C,-1,0.5681818181818182
33,SGHHQLYODQIGBE-BQHJZSHBSA-N,CN(C)CC=CC(=O)N1CCCCC(C1)N2C3=C(C=CC=C3OC)N=C2NC(=O)C4=CN=NC=C4,-1,0.5681818181818182
34,HDRKTANXQYEREL-ZQAUEJBPSA-N,CC1=CC(=CC(=N1)C)C(=O)NC2=NC3=CC(=C(C=C3N2C4CCCCN(C4)C(=O)C=CCN(C)C)Cl)OC,-1,0.5681818181818182
35,CRDFVOTYNXFDQN-FHVRUZERSA-N,CC1=NC=CC(=C1)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=CCN(C)C)C(=C(C=C3)OC)Cl,-1,0.5681818181818182
36,BPAGEFGEKNLNMG-SSSWHTQTSA-N,CC=CC(=O)N1CCCCC(C1)N2C3=C(C=C(C=C3C)CN4CCC(C4)OC)N=C2NC(=O)C5=CC(=NC=C5)C,-1,0.5681818181818182
37,DSULVSKPGRWASO-YRNVUSSQSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=C(C=C(C=C4)F)F,-1,0.5681818181818182
38,UEZFOSUZIDDJER-XMMPIXPASA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC=C3)C)C4CCCCN(C4)C(=O)C=C)CN5CCS(=O)(=O)CC5,-1,0.5681818181818182
39,USMSYRDXXCLQHO-VJBVUQEFSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=NC=C4)C5=CC=CC=C5C,-1,0.5681818181818182
40,WMSYQNNTHDNIEI-LJQANCHMSA-N,COCC1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC(=CC=C3)C(F)(F)F)C4CCCN(C4)C(=O)C=C,-1,0.5681818181818182
41,MQCDWGMMDAPGKB-FTUXVVSKSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=CN=C4)F,-1,0.5681818181818182
42,BYXGLOPXVVKRIC-VJBVUQEFSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=NC=C4)C5=CC=CC=C5,-1,0.5681818181818182
43,HEROWVQMOQJATR-DNQXCXABSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC=C3)C)C4CCCCN(C4)C(=O)C=C)CN5CCC(C5)F,-1,0.5681818181818182
44,QVAIFDVUUPRQOP-FVTJEVFOSA-N,CC=CC(=O)N1CCCCC(C1)N2C3=C(C=C(C=C3C)CN4CCC(C4)F)N=C2NC(=O)C5=CC(=NC(=C5)C)C,-1,0.5681818181818182
45,DKAMBEHAQOUWDB-NBILRRPASA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=NC=C4)OC,-1,0.5681818181818182
46,PBBSNONCFLLRFE-SNMYMPMCSA-N,CC1=NC=CC(=C1)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=CCN(C)C(=O)OC(C)(C)C)C(=CC=C3)Cl,-1,0.5681818181818182
47,RCQBYARZCJDYHW-HSZRJFAPSA-N,C=CC(=O)N1CCCCC(C1)N2C3=C(C=CC=C3N=C2NC(=O)C4=CC=CC=C4)CN5CCS(=O)(=O)CC5,-1,0.5681818181818182
48,FVHNFXBVALQEPW-WUTDNEBXSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CN=NC=C4,-1,0.5681818181818182
49,GJBHMDHRKGITMA-RIYZIHGNSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=CC=C4)C(F)(F)F,-1,0.5681818181818182
50,ZUCBRUJRWIBMLX-JWQCQUIFSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC(=C3)C)C)C4CCCCN(C4)C(=O)C=C)CN5CCC(C5)F,-1,0.5681818181818182
51,ZDCBOKLRJQMVAI-HSZRJFAPSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC=C3)C)C4CCCCN(C4)C(=O)C=C)CN5CCC5,-1,0.5681818181818182
52,CXICEXOWGOQDAE-GOSISDBHSA-N,CC1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC(=CC=C3)C(F)(F)F)C4CCCN(C4)C(=O)C=C,-1,0.5681818181818182
53,XZXQHLJRMWPJTP-RIYZIHGNSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC=CC(=C4)C#N,-1,0.5681818181818182
54,GXWPARSFAAUDFY-HSZRJFAPSA-N,C=CC(=O)N1CCCC(C1)N2C3=C(C=C(C=C3)CN4CCCCC4)N=C2NC(=O)C5=CC(=CC=C5)C(F)(F)F,-1,0.5681818181818182
55,OJURJQCEQQSVOQ-FTUXVVSKSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=CN=C4)C(F)(F)F,-1,0.5681818181818182
56,GRZNRRRHXHPCCN-BQHJZSHBSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=C(N=C4)Cl)Cl,-1,0.5681818181818182
57,RKOYEQKCONUVPY-OAQYLSRUSA-N,COCCOCC1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC(=CC=C3)C(F)(F)F)C4CCCN(C4)C(=O)C=C,-1,0.5681818181818182
58,XHIMNFOJDWPMIP-XYOKQWHBSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=NC(=NC=C4)C,-1,0.5681818181818182
59,SVDMUEPXEKHWQC-YRNVUSSQSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC=C(C=C4)F,-1,0.5681818181818182
60,UKAYGLZNWYLPSH-QGZVFWFLSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=C)NC(=O)C4=CN=NC=C4,-1,0.5681818181818182
61,DACFGOIDGQNAAI-OQLLNIDSSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=CC=C4)S(=O)(=O)C,-1,0.5681818181818182
62,DAQJJQWUGLJIJG-GOSISDBHSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCN(C3)C(=O)C=C)NC(=O)C4=CC=CC=C4,-1,0.5681818181818182
63,KAAPLRXUOPJYAU-FTJBHMTQSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC(=C3)C)C)C4CCCCN(C4)C(=O)C=C)CN5CCC(C5)OC,-1,0.5681818181818182
64,DQKSGAAGSNRDFB-FHVRUZERSA-N,CC1=NC=CC(=C1)C(=O)NC2=NC3=CC(=C(C=C3N2C4CCCCN(C4)C(=O)C=CCN(C)C)Cl)OC,-1,0.5681818181818182
65,JPSOAVPPXNAJMW-RUZDIDTESA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC(=C3)C)C)C4CCCCN(C4)C(=O)C=C)CN5CCN(C(=O)C5)C,-1,0.5681818181818182
66,OZOIDJVOCAPKCA-NBILRRPASA-N,CC(C)OC1=CC=CC2=C1N(C(=N2)NC(=O)C3=CN=NC=C3)C4CCCCN(C4)C(=O)C=CCN(C)C,-1,0.5681818181818182
67,UTYQQIKJODVMFA-GOSISDBHSA-N,CC(C)OC1=CC=CC2=C1N(C(=N2)NC(=O)C3=CN=NC=C3)C4CCCCN(C4)C(=O)C=C,-1,0.5681818181818182
68,RLLMYSAKUNHIQY-HSZRJFAPSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CN=NC(=C3)C)C4CCCCN(C4)C(=O)C=C)CN5CCCC5,-1,0.5681818181818182
69,ZUCBRUJRWIBMLX-LOSJGSFVSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC(=C3)C)C)C4CCCCN(C4)C(=O)C=C)CN5CCC(C5)F,-1,0.5681818181818182
70,QTXDMJQIQDMXPP-RPBOFIJWSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC=C3)C)C4CCCCN(C4)C(=O)C=C)CN5CCC(C5)OC,-1,0.5681818181818182
71,DIFZQFMEJWRSBD-XMMPIXPASA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC=C3)C)C4CCCCN(C4)C(=O)C=C)CN5CCCC5,-1,0.5681818181818182
72,QTXDMJQIQDMXPP-JWQCQUIFSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC=C3)C)C4CCCCN(C4)C(=O)C=C)CN5CCC(C5)OC,-1,0.5681818181818182
73,BZRXOKPRPWMCRX-GOSISDBHSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=C)NC(=O)C4=CN=NC(=C4)C,-1,0.5681818181818182
74,HTTRONHMUOYQTM-HSZRJFAPSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC=C3)C)C4CCCCN(C4)C(=O)C=C)CN5CC(C5)OC,-1,0.5681818181818182
75,OZSIWYCHYSXIQJ-XMMPIXPASA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC=CC=C3)C4CCCCN(C4)C(=O)C=C)CN5CCCC5,-1,0.5681818181818182
76,NVSSQTZGQSAGKL-ZTZBWWIOSA-N,CC=CC(=O)N1CCCCC(C1)N2C3=C(C=C(C=C3C)CN4CCC(C4)F)N=C2NC(=O)C5=CC(=NC=C5)C,-1,0.5681818181818182
77,CEZGMYMLBLEGSJ-FWTIMZJOSA-N,CC=CC(=O)N1CCCCC(C1)N2C3=C(C=C(C=C3C)CN4CCCC4)N=C2NC(=O)C5=CC(=NC=C5)C,-1,0.5681818181818182
78,YQPUHXUUOKRRSL-FCTFBEISSA-N,CC=CC(=O)N1CCCCC(C1)N2C3=C(C=C(C=C3C)CN4CCC(C4)OC)N=C2NC(=O)C5=CC(=NC(=C5)C)C,-1,0.5681818181818182
79,JBFVKDQUMPUGNX-YRNVUSSQSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC=NC=C4,-1,0.5681818181818182
80,FVHNFXBVALQEPW-YRNVUSSQSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CN=NC=C4,-1,0.5681818181818182
81,MHPJPOLMCIELFS-WUTDNEBXSA-N,CC1=CC(=CC(=N1)C)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=CCNC)C(=CC=C3)Cl,-1,0.5681818181818182
82,HIMHGXXCHNKURH-NBILRRPASA-N,CC1=NC=CC(=C1)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=CCN(C)C)C(=CC=C3)OC,-1,0.5681818181818182
83,JSZQMPWCKLNMSX-GPOLZQFCSA-N,CC1=C2C(=CC=C1)N=C(N2C3CCCCN(C3)C(=O)C=CCN(C)C)NC(=O)C4=CC(=CN=C4)N5C=CC=C5,-1,0.5227272727272727
84,RWFZOCMKERWXEI-XYJBSGBBSA-N,CC1=CC(=CC(=N1)P(=O)(C)C)C(=O)NC2=NC3=C(N2C4CCCCN(C4)C(=O)C=CCN(C)C)C(=CC=C3)Cl,-1,0.5681818181818182
85,KAAPLRXUOPJYAU-CLJLJLNGSA-N,CC1=CC(=CC2=C1N(C(=N2)NC(=O)C3=CC(=NC(=C3)C)C)C4CCCCN(C4)C(=O)C=C)CN5CCC(C5)OC,-1,0.5681818181818182
86,FPZWUEGIYYDTRG-WUTDNEBXSA-N,CC1=NC=CC(=C1)C(=O)NC2=NC3=CC=CC(=C3N2C4CCCCN(C4)C(=O)C=CCN(C)C)C(F)(F)F,-1,0.5681818181818182
