GeneID,logFC,AveExpr,t,P.Value,adj.P.Val,B
HMGA1,3.73906456913117,8.57636990589827,28.0954154045864,1.79533935428671e-08,9.48328715601669e-06,10.5040377212235
SLC24A4,7.82992072447474,2.02009187905922,28.0780062342537,1.80310475522828e-08,9.48328715601669e-06,9.40951180019533
EBF4,4.04262075031334,5.25910444297105,27.9100325641687,1.8800323123499e-08,9.48328715601669e-06,10.3361450276228
FEV,10.2884353634943,0.0878917314561847,27.8177398602079,1.92389109109409e-08,9.48328715601669e-06,8.42025552305289
RECQL4,5.30261754713401,4.324217966889,27.8018051949841,1.93158110287736e-08,9.48328715601669e-06,10.132374698716
ITPR3,8.93713293772571,3.52969071031775,27.7613524340167,1.95126154412174e-08,9.48328715601669e-06,9.8778188392582
CACNA1G,7.52422278388959,3.57074089063106,27.7305714900572,1.96638999094075e-08,9.48328715601669e-06,9.88614803669204
MIF,9.71597659812504,2.84454552574942,27.4816596136934,2.0937686574844e-08,9.48328715601669e-06,9.59107409031739
PIP5K1C,3.87378197007531,5.93265682531982,27.4037182192041,2.13557203333915e-08,9.48328715601669e-06,10.2781588103578
MIB2,4.90503381463811,4.14010314050527,27.2039106871891,2.24715967807255e-08,9.48328715601669e-06,9.96016555567628
BSG,3.93496862893993,7.58912453678054,27.0476329151155,2.33908661121416e-08,9.48328715601669e-06,10.2370813194331
JAG2,5.55134415339134,3.7631935554223,26.8951023072719,2.43297030482289e-08,9.48328715601669e-06,9.78743187834859
ECI1,4.25612305993716,4.28519791229543,26.7781991989294,2.50784098281163e-08,9.48328715601669e-06,9.90857646833249
EGFLAM,8.92278949302412,5.11004899953631,26.7528579705094,2.52441552711126e-08,9.48328715601669e-06,10.0552200794087
SCAF1,4.07201781850621,4.909297414047,26.7218452106456,2.54486994386605e-08,9.48328715601669e-06,10.0204966930659
IGSF21,8.99594306592297,3.69203281099141,26.6595370012967,2.58653963481176e-08,9.48328715601669e-06,9.71844693171054
